,Sentences,Corresponding_words,Unnamed: 0.1,Unnamed: 0
12050,i know because i think i've been reading i read this ten years ago that they were having these big uh um rallies and people would be in the streets flashing signs statehood yes and other people would statehood down the statehood it's it down there if you're um familiar with their politics they uh it's very uh i i don't know it's called Latino there they have loudspeakers on their cars and they run down the neighborhood saying vote for you know Pierre he's or uh Pedro uh Pedro he's the best it's it's really kind of comical,"[('i', 6), ('know', 3), ('because', 1), ('think', 1), (""'ve"", 1), ('been', 1), ('reading', 1), ('read', 1), ('this', 1), ('ten', 1), ('years', 1), ('ago', 1), ('that', 1), ('they', 4), ('were', 1), ('having', 1), ('these', 1), ('big', 1), ('uh', 5), ('um', 2), ('rallies', 1), ('and', 3), ('people', 2), ('would', 2), ('be', 1), ('in', 1), ('the', 4), ('streets', 1), ('flashing', 1), ('signs', 1), ('statehood', 3), ('yes', 1), ('other', 1), ('down', 3), ('it', 6), (""'s"", 7), ('there', 2), ('if', 1), ('you', 2), (""'re"", 1), ('familiar', 1), ('with', 1), ('their', 2), ('politics', 1), ('very', 1), ('do', 1), (""n't"", 1), ('called', 1), ('Latino', 1), ('have', 1), ('loudspeakers', 1), ('on', 1), ('cars', 1), ('run', 1), ('neighborhood', 1), ('saying', 1), ('vote', 1), ('for', 1), ('Pierre', 1), ('he', 2), ('or', 1), ('Pedro', 2), ('best', 1), ('really', 1), ('kind', 1), ('of', 1), ('comical', 1)]",13464.0,13464.0
6294,"I didn't get it at the time."" The thought saddened him a little, for it seemed to prove that Mrs. Vandemeyer and the girl were on intimate terms.","[('I', 1), ('did', 1), (""n't"", 1), ('get', 1), ('it', 2), ('at', 1), ('the', 2), ('time', 1), ('.', 2), ('""', 1), ('The', 1), ('thought', 1), ('saddened', 1), ('him', 1), ('a', 1), ('little', 1), (',', 1), ('for', 1), ('seemed', 1), ('to', 1), ('prove', 1), ('that', 1), ('Mrs.', 1), ('Vandemeyer', 1), ('and', 1), ('girl', 1), ('were', 1), ('on', 1), ('intimate', 1), ('terms', 1)]",4520.0,4520.0
11887,"Crosethe Rue de Rivoli to the Palais-Royal, built for Car?­di?­nal Richelieu as his Paris residence in 1639, and originally named Palais-Cardinal.","[('Crosethe', 1), ('Rue', 1), ('de', 1), ('Rivoli', 1), ('to', 1), ('the', 1), ('Palais', 2), ('-', 2), ('Royal', 1), (',', 2), ('built', 1), ('for', 1), ('Car?\xaddi?\xadnal', 1), ('Richelieu', 1), ('as', 1), ('his', 1), ('Paris', 1), ('residence', 1), ('in', 1), ('1639', 1), ('and', 1), ('originally', 1), ('named', 1), ('Cardinal', 1), ('.', 1)]",16540.0,16540.0
5378,"From there, take the road that heads back to the coast and Es Pujols, Formentera's premier resort village.","[('From', 1), ('there', 1), (',', 2), ('take', 1), ('the', 2), ('road', 1), ('that', 1), ('heads', 1), ('back', 1), ('to', 1), ('coast', 1), ('and', 1), ('Es', 1), ('Pujols', 1), ('Formentera', 1), (""'s"", 1), ('premier', 1), ('resort', 1), ('village', 1), ('.', 1)]",17006.0,17006.0
9386,Not yourself.,"[('Not', 1), ('yourself', 1), ('.', 1)]",17656.0,17656.0
13340,Homes or businesses not located on one of these roads must place a mail receptacle along the route traveled.,"[('Homes', 1), ('or', 1), ('businesses', 1), ('not', 1), ('located', 1), ('on', 1), ('one', 1), ('of', 1), ('these', 1), ('roads', 1), ('must', 1), ('place', 1), ('a', 1), ('mail', 1), ('receptacle', 1), ('along', 1), ('the', 1), ('route', 1), ('traveled', 1), ('.', 1)]",7006.0,7006.0
10711,"Last year, they were spooked.","[('Last', 1), ('year', 1), (',', 1), ('they', 1), ('were', 1), ('spooked', 1), ('.', 1)]",14428.0,14428.0
4323,A muckraking cover story investigates how the Pentagon disposes of surplus weapons (the short  badly).,"[('A', 1), ('muckraking', 1), ('cover', 1), ('story', 1), ('investigates', 1), ('how', 1), ('the', 2), ('Pentagon', 1), ('disposes', 1), ('of', 1), ('surplus', 1), ('weapons', 1), ('(', 1), ('short', 1), (' ', 1), ('badly', 1), (')', 1), ('.', 1)]",5450.0,5450.0
6169,He pulled his cloak tighter and wished for a moment that he had not shaved his head.,"[('He', 1), ('pulled', 1), ('his', 2), ('cloak', 1), ('tighter', 1), ('and', 1), ('wished', 1), ('for', 1), ('a', 1), ('moment', 1), ('that', 1), ('he', 1), ('had', 1), ('not', 1), ('shaved', 1), ('head', 1), ('.', 1)]",7658.0,7658.0
3127,"Why, when I was your age, I already had....""  Dave wasn't listening any longer.","[('Why', 1), (',', 2), ('when', 1), ('I', 2), ('was', 2), ('your', 1), ('age', 1), ('already', 1), ('had', 1), ('....', 1), ('""', 1), (' ', 1), ('Dave', 1), (""n't"", 1), ('listening', 1), ('any', 1), ('longer', 1), ('.', 1)]",3214.0,3214.0
4884,The attack on their premises came from the left.,"[('The', 1), ('attack', 1), ('on', 1), ('their', 1), ('premises', 1), ('came', 1), ('from', 1), ('the', 1), ('left', 1), ('.', 1)]",2989.0,2989.0
7380,"After criticizing the GOP openly for weeks, Buchanan announced that he would seek the Reform presidential nomination, which would bring him $12 million in federal funds.","[('After', 1), ('criticizing', 1), ('the', 2), ('GOP', 1), ('openly', 1), ('for', 1), ('weeks', 1), (',', 2), ('Buchanan', 1), ('announced', 1), ('that', 1), ('he', 1), ('would', 2), ('seek', 1), ('Reform', 1), ('presidential', 1), ('nomination', 1), ('which', 1), ('bring', 1), ('him', 1), ('$', 1), ('12', 1), ('million', 1), ('in', 1), ('federal', 1), ('funds', 1), ('.', 1)]",4998.0,4998.0
2962,The New York Jets beat the Broncos.,"[('The', 1), ('New', 1), ('York', 1), ('Jets', 1), ('beat', 1), ('the', 1), ('Broncos', 1), ('.', 1)]",18657.0,18657.0
10086,The whole river can be seen from the hanging gardens.,"[('The', 1), ('whole', 1), ('river', 1), ('can', 1), ('be', 1), ('seen', 1), ('from', 1), ('the', 1), ('hanging', 1), ('gardens', 1), ('.', 1)]",12559.0,12559.0
10032,I am happy with our current cards.,"[('I', 1), ('am', 1), ('happy', 1), ('with', 1), ('our', 1), ('current', 1), ('cards', 1), ('.', 1)]",8533.0,8533.0
13344,"Sandstone and granite were the materials used to build the Baroque church of Bom Jesus, famous for its casket of St. Francis Xavier's relics in the mausoleum to the right of the altar.","[('Sandstone', 1), ('and', 1), ('granite', 1), ('were', 1), ('the', 5), ('materials', 1), ('used', 1), ('to', 2), ('build', 1), ('Baroque', 1), ('church', 1), ('of', 3), ('Bom', 1), ('Jesus', 1), (',', 1), ('famous', 1), ('for', 1), ('its', 1), ('casket', 1), ('St.', 1), ('Francis', 1), ('Xavier', 1), (""'s"", 1), ('relics', 1), ('in', 1), ('mausoleum', 1), ('right', 1), ('altar', 1), ('.', 1)]",11574.0,11574.0
831,They discovered obsidian on Milos.,"[('They', 1), ('discovered', 1), ('obsidian', 1), ('on', 1), ('Milos', 1), ('.', 1)]",10007.0,10007.0
621,He wasn't embarrassed at all.,"[('He', 1), ('was', 1), (""n't"", 1), ('embarrassed', 1), ('at', 1), ('all', 1), ('.', 1)]",789.0,789.0
9534,Thank you for saving my life.,"[('Thank', 1), ('you', 1), ('for', 1), ('saving', 1), ('my', 1), ('life', 1), ('.', 1)]",4393.0,4393.0
7807,There are ten factory showroom in the Pedder Building.,"[('There', 1), ('are', 1), ('ten', 1), ('factory', 1), ('showroom', 1), ('in', 1), ('the', 1), ('Pedder', 1), ('Building', 1), ('.', 1)]",2753.0,2753.0
8643,The EPA joined the ACLU in requesting the information.,"[('The', 1), ('EPA', 1), ('joined', 1), ('the', 2), ('ACLU', 1), ('in', 1), ('requesting', 1), ('information', 1), ('.', 1)]",13677.0,13677.0
11087,This afternoon I am due to speak at the meeting.,"[('This', 1), ('afternoon', 1), ('I', 1), ('am', 1), ('due', 1), ('to', 1), ('speak', 1), ('at', 1), ('the', 1), ('meeting', 1), ('.', 1)]",10047.0,10047.0
2770,"[W]omen mocking men by calling into question their masculinity is also classified as sexual harassment, the paper added.","[('[', 1), ('W]omen', 1), ('mocking', 1), ('men', 1), ('by', 1), ('calling', 1), ('into', 1), ('question', 1), ('their', 1), ('masculinity', 1), ('is', 1), ('also', 1), ('classified', 1), ('as', 1), ('sexual', 1), ('harassment', 1), (',', 1), ('the', 1), ('paper', 1), ('added', 1), ('.', 1)]",1316.0,1316.0
10486,"The next year, he built himself a palace, Iolani, which can still be toured in Honolulu.","[('The', 1), ('next', 1), ('year', 1), (',', 3), ('he', 1), ('built', 1), ('himself', 1), ('a', 1), ('palace', 1), ('Iolani', 1), ('which', 1), ('can', 1), ('still', 1), ('be', 1), ('toured', 1), ('in', 1), ('Honolulu', 1), ('.', 1)]",4672.0,4672.0
12859,The Tomb of Job Charnock is not in the church cemetery.,"[('The', 1), ('Tomb', 1), ('of', 1), ('Job', 1), ('Charnock', 1), ('is', 1), ('not', 1), ('in', 1), ('the', 1), ('church', 1), ('cemetery', 1), ('.', 1)]",679.0,679.0
1407,"Some of the unmet needs are among people who can pay, but who are deterred from seeking a lawyer because of the uncertainty about legal fees and their fear of the profession.","[('Some', 1), ('of', 3), ('the', 3), ('unmet', 1), ('needs', 1), ('are', 2), ('among', 1), ('people', 1), ('who', 2), ('can', 1), ('pay', 1), (',', 1), ('but', 1), ('deterred', 1), ('from', 1), ('seeking', 1), ('a', 1), ('lawyer', 1), ('because', 1), ('uncertainty', 1), ('about', 1), ('legal', 1), ('fees', 1), ('and', 1), ('their', 1), ('fear', 1), ('profession', 1), ('.', 1)]",19742.0,19742.0
13362,it it i think that is the biggest problem when you really not you don't don't really need the stuff but the nicer looking clothes are the more expensive nicely tailored clothes,"[('it', 2), ('i', 1), ('think', 1), ('that', 1), ('is', 1), ('the', 4), ('biggest', 1), ('problem', 1), ('when', 1), ('you', 2), ('really', 2), ('not', 1), ('do', 2), (""n't"", 2), ('need', 1), ('stuff', 1), ('but', 1), ('nicer', 1), ('looking', 1), ('clothes', 2), ('are', 1), ('more', 1), ('expensive', 1), ('nicely', 1), ('tailored', 1)]",5898.0,5898.0
12247,I thought everyone in the US had already seen that movie.,"[('I', 1), ('thought', 1), ('everyone', 1), ('in', 1), ('the', 1), ('US', 1), ('had', 1), ('already', 1), ('seen', 1), ('that', 1), ('movie', 1), ('.', 1)]",6443.0,6443.0
12589,"But the door was locked?"" These exclamations burst from us disjointedly.","[('But', 1), ('the', 1), ('door', 1), ('was', 1), ('locked', 1), ('?', 1), ('""', 1), ('These', 1), ('exclamations', 1), ('burst', 1), ('from', 1), ('us', 1), ('disjointedly', 1), ('.', 1)]",7240.0,7240.0
3164,"Their rulers introduced Buddhist and Hindu culture, Brahmin ministers to govern, and an elaborate court ritual.","[('Their', 1), ('rulers', 1), ('introduced', 1), ('Buddhist', 1), ('and', 2), ('Hindu', 1), ('culture', 1), (',', 2), ('Brahmin', 1), ('ministers', 1), ('to', 1), ('govern', 1), ('an', 1), ('elaborate', 1), ('court', 1), ('ritual', 1), ('.', 1)]",16286.0,16286.0
12999,The buildings are so low that there is no shade in the streets.,"[('The', 1), ('buildings', 1), ('are', 1), ('so', 1), ('low', 1), ('that', 1), ('there', 1), ('is', 1), ('no', 1), ('shade', 1), ('in', 1), ('the', 1), ('streets', 1), ('.', 1)]",15955.0,15955.0
5969,Congress' determination to make agencies accountable for their performance lay at the heart of two landmark reforms of the 1990 the Chief Financial Officers (CFO) Act of 1990 and the Government Performance and Results Act of 1993 (GPRA).,"[('Congress', 1), (""'"", 1), ('determination', 1), ('to', 1), ('make', 1), ('agencies', 1), ('accountable', 1), ('for', 1), ('their', 1), ('performance', 1), ('lay', 1), ('at', 1), ('the', 4), ('heart', 1), ('of', 4), ('two', 1), ('landmark', 1), ('reforms', 1), ('1990', 2), ('Chief', 1), ('Financial', 1), ('Officers', 1), ('(', 2), ('CFO', 1), (')', 2), ('Act', 2), ('and', 2), ('Government', 1), ('Performance', 1), ('Results', 1), ('1993', 1), ('GPRA', 1), ('.', 1)]",12360.0,12360.0
8898,The man was criticized for not fully disclosing contributions to the campaign.,"[('The', 1), ('man', 1), ('was', 1), ('criticized', 1), ('for', 1), ('not', 1), ('fully', 1), ('disclosing', 1), ('contributions', 1), ('to', 1), ('the', 1), ('campaign', 1), ('.', 1)]",10001.0,10001.0
4118,"Down here, you can see the gold mines from the old explorers, you are way lower than the sea level, so be careful.","[('Down', 1), ('here', 1), (',', 3), ('you', 2), ('can', 1), ('see', 1), ('the', 3), ('gold', 1), ('mines', 1), ('from', 1), ('old', 1), ('explorers', 1), ('are', 1), ('way', 1), ('lower', 1), ('than', 1), ('sea', 1), ('level', 1), ('so', 1), ('be', 1), ('careful', 1), ('.', 1)]",11013.0,11013.0
1884,Many huge museums can be found in the country.,"[('Many', 1), ('huge', 1), ('museums', 1), ('can', 1), ('be', 1), ('found', 1), ('in', 1), ('the', 1), ('country', 1), ('.', 1)]",18063.0,18063.0
12363,Splendid!,"[('Splendid', 1), ('!', 1)]",2116.0,2116.0
2438,"All of a sudden I sat down on the edge of the table, and put my face in my hands, sobbing out a 'Mon Dieu!","[('All', 1), ('of', 2), ('a', 2), ('sudden', 1), ('I', 1), ('sat', 1), ('down', 1), ('on', 1), ('the', 2), ('edge', 1), ('table', 1), (',', 2), ('and', 1), ('put', 1), ('my', 2), ('face', 1), ('in', 1), ('hands', 1), ('sobbing', 1), ('out', 1), (""'"", 1), ('Mon', 1), ('Dieu', 1), ('!', 1)]",1780.0,1780.0
4110,"All of our many earnest experiments produced results in line with random chance, they conclude.","[('All', 1), ('of', 1), ('our', 1), ('many', 1), ('earnest', 1), ('experiments', 1), ('produced', 1), ('results', 1), ('in', 1), ('line', 1), ('with', 1), ('random', 1), ('chance', 1), (',', 1), ('they', 1), ('conclude', 1), ('.', 1)]",18794.0,18794.0
4165,yeah i know and i did that all through college and it worked too,"[('yeah', 1), ('i', 2), ('know', 1), ('and', 2), ('did', 1), ('that', 1), ('all', 1), ('through', 1), ('college', 1), ('it', 1), ('worked', 1), ('too', 1)]",14.0,14.0
13827,oh really yeah so he he's uh he's probably going to be going to jail and and the problem with him is he's on a guaranteed salary like for three years so whether he plays or not they've got to pay him ten million dollars so if they,"[('oh', 1), ('really', 1), ('yeah', 1), ('so', 3), ('he', 5), (""'s"", 3), ('uh', 1), ('probably', 1), ('going', 2), ('to', 3), ('be', 1), ('jail', 1), ('and', 2), ('the', 1), ('problem', 1), ('with', 1), ('him', 2), ('is', 1), ('on', 1), ('a', 1), ('guaranteed', 1), ('salary', 1), ('like', 1), ('for', 1), ('three', 1), ('years', 1), ('whether', 1), ('plays', 1), ('or', 1), ('not', 1), ('they', 2), (""'ve"", 1), ('got', 1), ('pay', 1), ('ten', 1), ('million', 1), ('dollars', 1), ('if', 1)]",4770.0,4770.0
4239,uh we've gotten a little Atari computer uh husband describes it as a a computer with training wheels,"[('uh', 2), ('we', 1), (""'ve"", 1), ('gotten', 1), ('a', 3), ('little', 1), ('Atari', 1), ('computer', 2), ('husband', 1), ('describes', 1), ('it', 1), ('as', 1), ('with', 1), ('training', 1), ('wheels', 1)]",13630.0,13630.0
9234,ED and alcohol dependency issues are completely unrelated.,"[('ED', 1), ('and', 1), ('alcohol', 1), ('dependency', 1), ('issues', 1), ('are', 1), ('completely', 1), ('unrelated', 1), ('.', 1)]",15477.0,15477.0
8129,"In August 2001, there was personal communication between P. Croteau and Babcock Borsig Power about technology contracts for the coming year.","[('In', 1), ('August', 1), ('2001', 1), (',', 1), ('there', 1), ('was', 1), ('personal', 1), ('communication', 1), ('between', 1), ('P.', 1), ('Croteau', 1), ('and', 1), ('Babcock', 1), ('Borsig', 1), ('Power', 1), ('about', 1), ('technology', 1), ('contracts', 1), ('for', 1), ('the', 1), ('coming', 1), ('year', 1), ('.', 1)]",1285.0,1285.0
3752,Michael Huffington has gone to great lengths in order to conceal his sexuality.,"[('Michael', 1), ('Huffington', 1), ('has', 1), ('gone', 1), ('to', 2), ('great', 1), ('lengths', 1), ('in', 1), ('order', 1), ('conceal', 1), ('his', 1), ('sexuality', 1), ('.', 1)]",14715.0,14715.0
522,Many restaurants and cafes welcome children.,"[('Many', 1), ('restaurants', 1), ('and', 1), ('cafes', 1), ('welcome', 1), ('children', 1), ('.', 1)]",8410.0,8410.0
7384,Others watched them with cold eyes and expressionless faces.,"[('Others', 1), ('watched', 1), ('them', 1), ('with', 1), ('cold', 1), ('eyes', 1), ('and', 1), ('expressionless', 1), ('faces', 1), ('.', 1)]",16568.0,16568.0
2908,It makes it better.,"[('It', 1), ('makes', 1), ('it', 1), ('better', 1), ('.', 1)]",3853.0,3853.0
12943,"No, I exclaimed, astonished.","[('No', 1), (',', 2), ('I', 1), ('exclaimed', 1), ('astonished', 1), ('.', 1)]",7576.0,7576.0
5252,"That word boustrophedon describes writing that goes from left to right on the first line, then right to left on the second, then left to right on the third, and so on; it comes from a Greek word describing the turning in a field of an ox and plow.","[('That', 1), ('word', 2), ('boustrophedon', 1), ('describes', 1), ('writing', 1), ('that', 1), ('goes', 1), ('from', 2), ('left', 3), ('to', 3), ('right', 3), ('on', 4), ('the', 4), ('first', 1), ('line', 1), (',', 3), ('then', 2), ('second', 1), ('third', 1), ('and', 2), ('so', 1), (';', 1), ('it', 1), ('comes', 1), ('a', 2), ('Greek', 1), ('describing', 1), ('turning', 1), ('in', 1), ('field', 1), ('of', 1), ('an', 1), ('ox', 1), ('plow', 1), ('.', 1)]",3934.0,3934.0
3148,excessively violent i was worried it's like golly if kids start imitating that,"[('excessively', 1), ('violent', 1), ('i', 1), ('was', 1), ('worried', 1), ('it', 1), (""'s"", 1), ('like', 1), ('golly', 1), ('if', 1), ('kids', 1), ('start', 1), ('imitating', 1), ('that', 1)]",15016.0,15016.0
13264,The percent of total cost for each function included in the model and cost elasticity (with respect to volume) are shown in Table 1.,"[('The', 1), ('percent', 1), ('of', 1), ('total', 1), ('cost', 2), ('for', 1), ('each', 1), ('function', 1), ('included', 1), ('in', 2), ('the', 1), ('model', 1), ('and', 1), ('elasticity', 1), ('(', 1), ('with', 1), ('respect', 1), ('to', 1), ('volume', 1), (')', 1), ('are', 1), ('shown', 1), ('Table', 1), ('1', 1), ('.', 1)]",810.0,810.0
7404,I do not deal with customers well.,"[('I', 1), ('do', 1), ('not', 1), ('deal', 1), ('with', 1), ('customers', 1), ('well', 1), ('.', 1)]",537.0,537.0
